last_name, first_name,player_id,year,player_age,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate
Straw, Myles,664702,2021,27,0.262,0.339,0.311,0.308,0.341,0.077,87.1,11.9,42.4,1.3
Isbel, Kyle,664728,2021,24,0.204,0.286,0.333,0.251,0.271,0.083,87.3,19.0,32.1,3.8
Bohm, Alec,664761,2021,25,0.266,0.398,0.285,0.317,0.323,0.132,92.0,5.6,33.3,6.6
Wade Jr., LaMonte,664774,2021,27,0.256,0.475,0.343,0.347,0.331,0.219,90.1,19.8,37.8,10.6
Tom, Ka'ai,664789,2021,27,0.195,0.28,0.239,0.289,0.332,0.086,84.2,9.5,32.0,4.0
Mazeika, Patrick,664850,2021,28,0.189,0.27,0.228,0.236,0.257,0.081,87.0,12.2,29.0,1.6
Zavala, Seby,664874,2021,28,0.145,0.291,0.265,0.219,0.206,0.146,88.0,16.2,30.4,8.9
Mendick, Danny,664901,2021,28,0.204,0.276,0.268,0.26,0.29,0.072,84.1,13.7,29.0,1.6
Brown, Seth,664913,2021,29,0.225,0.462,0.315,0.318,0.286,0.237,88.9,20.9,33.5,13.9
McCarthy, Jake,664983,2021,24,0.158,0.252,0.315,0.255,0.282,0.094,80.0,2.3,18.9,2.7
Walsh, Jared,665120,2021,28,0.257,0.436,0.357,0.327,0.323,0.179,89.6,7.8,33.6,11.3
Maton, Nick,665155,2021,24,0.226,0.337,0.309,0.281,0.296,0.112,87.8,17.3,37.5,6.3
Celestino, Gilberto,665482,2021,22,0.189,0.32,0.201,0.241,0.229,0.13,87.2,5.4,35.6,6.7
Tatis Jr., Fernando,665487,2021,22,0.279,0.618,0.403,0.408,0.363,0.338,93.9,13.8,33.1,21.3
Guerrero Jr., Vladimir,665489,2021,22,0.307,0.594,0.419,0.418,0.399,0.287,95.1,9.4,33.7,15.1
Pache, Cristian,665506,2021,23,0.15,0.238,0.159,0.192,0.189,0.087,81.7,8.0,20.0,5.0
Marchan, Rafael,665561,2021,22,0.255,0.319,0.277,0.282,0.309,0.064,83.8,17.5,26.2,0.0
Soto, Juan,665742,2021,23,0.305,0.545,0.42,0.429,0.463,0.241,93.0,5.8,29.7,13.3
Taveras, Leody,665750,2021,23,0.211,0.315,0.209,0.252,0.254,0.104,87.2,7.0,28.7,6.1
Chisholm Jr., Jazz,665862,2021,23,0.238,0.409,0.312,0.307,0.295,0.171,90.2,9.0,29.0,9.0
Gimenez, Andres,665926,2021,23,0.211,0.32,0.277,0.269,0.278,0.108,86.3,9.0,23.2,3.6
Kirilloff, Alex,666135,2021,24,0.291,0.541,0.307,0.367,0.336,0.25,91.0,7.0,39.0,12.8
Lux, Gavin,666158,2021,24,0.26,0.387,0.303,0.323,0.345,0.126,89.8,11.3,34.6,3.9
Rortvedt, Ben,666163,2021,24,0.205,0.348,0.227,0.27,0.263,0.143,84.6,13.7,25.8,6.5
Adell, Jo,666176,2021,22,0.258,0.415,0.303,0.316,0.307,0.157,86.2,10.1,27.3,9.1
Bichette, Bo,666182,2021,23,0.291,0.49,0.354,0.355,0.337,0.198,91.4,7.3,33.5,9.9
Carlson, Dylan,666185,2021,23,0.247,0.407,0.336,0.322,0.328,0.159,88.2,15.1,40.6,7.0
Kieboom, Carter,666198,2021,24,0.231,0.343,0.275,0.298,0.323,0.111,85.3,7.4,28.7,3.8
Trammell, Taylor,666211,2021,24,0.143,0.265,0.27,0.233,0.24,0.123,85.9,14.9,30.1,7.2
Castro, Rodolfo,666801,2021,22,0.22,0.39,0.281,0.292,0.28,0.17,89.0,8.6,25.4,10.2
Dalbec, Bobby,666915,2021,26,0.236,0.522,0.334,0.344,0.294,0.287,92.4,17.3,36.3,20.2
Garcia, Adolis,666969,2021,28,0.223,0.426,0.314,0.302,0.271,0.203,91.0,14.7,29.4,11.5
Gurriel Jr., Lourdes,666971,2021,28,0.272,0.462,0.333,0.339,0.319,0.19,89.7,10.5,35.8,9.6
Rooker Jr., Brent,667670,2021,27,0.238,0.463,0.301,0.341,0.324,0.225,91.0,13.1,37.8,12.6
Arozarena, Randy,668227,2021,26,0.222,0.369,0.35,0.304,0.313,0.147,89.9,7.6,29.7,8.2
Barrera, Tres,668663,2021,27,0.243,0.34,0.333,0.311,0.356,0.096,82.0,11.2,34.8,5.8
Rogers, Jake,668670,2021,26,0.211,0.407,0.339,0.298,0.281,0.197,90.7,26.9,42.9,11.4
Baddoo, Akil,668731,2021,23,0.227,0.403,0.329,0.309,0.303,0.176,86.0,13.8,37.4,8.8
Knizner, Andrew,668800,2021,26,0.203,0.298,0.238,0.274,0.306,0.095,87.5,7.8,28.7,4.1
Reynolds, Bryan,668804,2021,26,0.294,0.524,0.385,0.386,0.384,0.23,89.4,13.4,39.9,10.4
Rojas, Josh,668942,2021,27,0.237,0.357,0.327,0.299,0.318,0.12,88.2,8.4,40.7,4.8
Marsh, Brandon,669016,2021,24,0.266,0.415,0.296,0.325,0.327,0.15,92.1,7.9,44.2,10.9
Burnes, Corbin,669203,2021,27,0.126,0.142,0.166,0.15,0.174,0.016,80.0,-13.3,23.3,0.0
Murphy, Sean,669221,2021,27,0.24,0.441,0.309,0.337,0.329,0.201,89.2,15.4,31.9,11.3
Senzel, Nick,669222,2021,26,0.31,0.438,0.286,0.357,0.374,0.128,88.9,10.5,33.3,4.2
Edman, Tommy,669242,2021,26,0.274,0.401,0.301,0.317,0.321,0.127,87.5,9.6,31.5,4.2
Solak, Nick,669256,2021,26,0.238,0.361,0.299,0.299,0.31,0.124,86.9,7.0,29.3,6.5
Smith, Will,669257,2021,26,0.25,0.472,0.364,0.364,0.365,0.221,90.1,19.4,38.0,10.8
Johnson, Daniel,669288,2021,26,0.208,0.375,0.274,0.27,0.247,0.167,89.3,20.5,36.0,8.0
Espinal, Santiago,669289,2021,27,0.267,0.346,0.344,0.307,0.336,0.079,84.8,13.1,35.8,1.6
Hiura, Keston,669374,2021,25,0.181,0.36,0.25,0.281,0.273,0.179,90.7,16.3,34.3,15.2
Hays, Austin,669720,2021,26,0.245,0.432,0.328,0.316,0.298,0.187,88.8,12.5,32.2,9.1
Lopez, Nicky,670032,2021,26,0.239,0.305,0.329,0.283,0.313,0.065,86.8,2.8,27.6,0.7
Raley, Luke,670042,2021,27,0.217,0.421,0.236,0.302,0.283,0.203,90.3,3.9,34.1,12.2
Short, Zack,670097,2021,26,0.153,0.272,0.23,0.242,0.256,0.119,87.5,24.3,33.0,4.9
Rojas, Jose,670351,2021,28,0.215,0.389,0.292,0.293,0.283,0.175,90.7,19.0,32.2,8.5
Young, Andrew,670370,2021,27,0.197,0.431,0.332,0.312,0.288,0.234,88.8,13.3,44.7,17.0
Alvarez, Yordan,670541,2021,24,0.28,0.571,0.37,0.39,0.351,0.291,93.2,14.1,37.2,15.9
Paredes, Isaac,670623,2021,22,0.225,0.307,0.274,0.282,0.322,0.081,85.5,18.0,31.7,1.6
Brosseau, Mike,670712,2021,27,0.204,0.333,0.268,0.276,0.284,0.129,90.1,18.2,30.3,7.1
Walls, Taylor,670764,2021,25,0.209,0.31,0.279,0.284,0.313,0.101,88.5,12.2,38.5,2.9
Garcia, Luis,671277,2021,21,0.241,0.366,0.291,0.279,0.275,0.125,86.8,4.1,32.1,5.2
Kelenic, Jarred,672284,2021,22,0.219,0.409,0.27,0.311,0.301,0.19,87.5,14.4,33.2,9.9
Kirk, Alejandro,672386,2021,23,0.288,0.515,0.33,0.378,0.368,0.227,92.3,14.7,31.0,11.0
Marcano, Tucupita,672779,2021,22,0.24,0.3,0.231,0.293,0.331,0.06,85.1,-0.9,20.0,0.0
Robert, Luis,673357,2021,24,0.302,0.546,0.399,0.382,0.35,0.244,91.2,13.8,39.4,12.5
Akiyama, Shogo,673451,2021,33,0.236,0.308,0.243,0.28,0.311,0.072,86.5,1.9,29.8,0.8
Kim, Ha-Seong,673490,2021,26,0.209,0.309,0.27,0.265,0.279,0.1,86.7,13.6,31.3,4.5
Clement, Ernie,676391,2021,25,0.251,0.351,0.275,0.289,0.303,0.1,86.7,15.0,33.3,3.8
Barrero, Jose,676480,2021,23,0.157,0.266,0.271,0.235,0.247,0.11,89.3,20.6,24.2,9.1
Meyers, Jake,676694,2021,25,0.247,0.426,0.328,0.321,0.312,0.179,89.5,9.9,40.4,10.1
Trejo, Alan,676701,2021,25,0.245,0.376,0.245,0.278,0.286,0.131,87.7,10.9,40.6,3.1
McCormick, Chas,676801,2021,26,0.223,0.423,0.326,0.31,0.293,0.2,90.3,18.6,35.8,10.2
Franco, Wander,677551,2021,20,0.281,0.414,0.348,0.334,0.342,0.132,88.2,9.7,33.9,4.9
Duran, Jarren,680776,2021,25,0.223,0.306,0.247,0.245,0.25,0.083,89.6,7.8,38.2,4.4
Jeffers, Ryan,680777,2021,24,0.207,0.415,0.289,0.299,0.277,0.209,89.2,14.0,35.8,14.5
Miller, Owen,680911,2021,25,0.225,0.346,0.241,0.266,0.263,0.121,86.4,6.0,35.5,5.8
Vaughn, Andrew,683734,2021,23,0.243,0.434,0.306,0.332,0.321,0.192,91.1,9.7,33.6,10.9
